sentence_index,entity_raw,entity_normalised,category,sentence_text,session
1123,Channel 4,Channel 4,Organisation,"It sets out the background to the meeting, recalling the history of your 2 letters, describing the second as being more confrontational, and then it says that— this is the 4th line of that paragraph— that letter was followed by that Channel 4 were planning to run a news item on the JFSA campaign.",Day117
1123,JFSA,JFSA,Organisation,"It sets out the background to the meeting, recalling the history of your 2 letters, describing the second as being more confrontational, and then it says that— this is the 4th line of that paragraph— that letter was followed by that Channel 4 were planning to run a news item on the JFSA campaign.",Day117
1124,Post Office,Post Office,Organisation,"We then recommended offering a meeting in response to this second request— that's the letter we've just read— quote, for presentational reasons against the background of potential publicity playing heavily on government minister, quote, refusing to meet victims of government-owned Post Office Horizon system, which has systemic faults resulting in wrongful accusations of theft and false accounting, end quote.",Day117
1125,Davey,Davey,Individual,"So this records that the recommendation to Mr. Davey was that he should offer to attend a meeting for presentational reasons against the background of potential publicity, i.e., the Channel 4 news item.",Day117
1125,Channel 4,Channel 4,Organisation,"So this records that the recommendation to Mr. Davey was that he should offer to attend a meeting for presentational reasons against the background of potential publicity, i.e., the Channel 4 news item.",Day117
1126,Davey,Davey,Individual,"When you attended the meeting, can you recall whether Mr Davey appeared to engage with the substance of the issues that you were raising?",Day117
1131,Davis,Davis,Individual,"If we scroll on, on the briefing note for Mr Davis— sorry, Mr Davey— it sets out the objectives.",Day117
1132,Post Office,Post Office,Organisation,"He's to seek to establish at a very early stage whether legal action against Post Office is imminent or planned, and it will be prudent to adopt a sub judice approach in the comments you make.",Day117
1135,the Post Office,Post Office,Organisation,Establish whether the JFSA is committed or planning to initiate action against the Post Office.,Day117
1136,JFA,JFA,Organisation,Note that it will be for the relevant legal process to decide on the JFA case.,Day117
1137,Horizon,Horizon,Technical System,"Demonstrate you're prepared to hear the JFSA's side of the story, but make it clear you're not in a position to offer substantive comment, and avoid committing to setting up an independent or external review of Horizon.",Day117
1140,Mr Davey,Mr Davey,Organisation,"To your mind, was Mr Davey aware at the conclusion of your meeting that a scandal, in your view, had taken place and was in the process of still taking place?",Day117
1142,the Post Office,Post Office,Organisation,"Did Mr Davey alter the position that he had set out in the letter, that the government enjoyed an arm's length relationship with the Post Office in the light of the concerns that you had raised?",Day117
1149,Davey,Davey,Individual,Did you walk away from the meeting with Mr. Davey having said that he was going to do anything at all?,Day117
1154,Horizon,Horizon,Technical System,"Looking at the way that the Horizon scandal developed, what view do you take of the arm's-length approach that the government took in relation to its oversight of the Post Office?",Day117
1154,the Post Office,Post Office,Organisation,"Looking at the way that the Horizon scandal developed, what view do you take of the arm's-length approach that the government took in relation to its oversight of the Post Office?",Day117
1155,Ed Davey's,Ed Davey's,Individual,"I think it should have been involved or got involved far earlier on, and in fact I don't want to preempt where you're going, but there was, I think, one of the responses I think I got from Ed Davey's office at a later time, which— oh no, it might have been a different minister, sorry, I may be jumping the gun.",Day117
1157,Shoesmiths,Shoesmiths,Organisation,"But the— and to inform them that 4 letters of intent had been issued by the lawyers, Shoesmiths, at that time.",Day117
1160,Pat McFadden,Pat McFadden,Individual,"Throughout your statement you refer to the responses of government ministers across the years, Pat McFadden, Ed Davey, Norman Lamb, Jo Swinson and others, on being repeatedly informed about the concerns of subpostmasters and Crown Office employees, the formation of the JFSA and indeed the GLO, in which they say that the Post Office is an arm's-length body, that the matters raised were matters for the Post Office to deal with and that the Post Office was independent of government?",Day117
